"Clade","SampleID","Date","Rep","Month","Year","lake","Treatment","sample_name","sum_TPM_rel_abund","sum_TPM"
"Mae3_3","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",3.846153846,38461.53846
"Mae3_3","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",12.903225806,129032.25806
"Mae3_3","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",2.734869587,27348.69587
"Mae3_3","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",4.545454546,45454.54546
"Mae3_3","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",5.426356589,54263.56589
"Mae3_3","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",14.346003019,143460.0301957
"Mae3_3","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",4.166666666,41666.666663
"Mae3_3","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",5.669849519,56698.4951839
"Mae3_3","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",6.948649267,69486.4926636
"Mae3_3","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",8.50853132,85085.3132123
"Mae3_3","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",7.489388377,74893.883782
"Mae3_3","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",9.426279182,94262.7918119
"Mae3_3","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",9.734052121,97340.5212149
"Mae3_3","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",16.227389001,162273.890011
"Mae3_3","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",11.169933783,111699.337826
"Mae4","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",1.023890785,10238.9078498
"Mae4","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",2.254178002,22541.780026
"Mae4","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",1.074183482,10741.834816
"Mae4","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",2.455657044,24556.57044
"Mae4","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",2.079986229,20799.862286
"Mae4","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",3.220985692,32209.85692
"Mae4","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",3.634207771,36342.07771
"Mae4","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",4.355283418,43552.834178
"Mae4","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",2.975047225,29750.472262
"Mae4","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",1.872990661,18729.90661
"Mae4","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",3.982320669,39823.206681
"Mae4","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",0.965215029,9652.1502826
"Mae4","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",2.269198053,22691.9805236
"Mae4","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",3.887991712,38879.91712
"Mae4","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",3.113926769,31139.267694
"Mae4","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",4.64580726,46458.072591
"Mae4","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",4.306119337,43061.193372
"Mae4","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",3.709051902,37090.519022
"Mae4","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",2.041031777,20410.317763
"Mae4","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",3.284826012,32848.260117
"Mae4","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",4.000563543,40005.635429
"Mae4","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",4.431028746,44310.287461
"Mae4","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.611110758,6111.1075846
"Mae4","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",4.329262831,43292.62831
"Mae4","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",3.832577333,38325.77333
"Mae4","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",3.674884068,36748.840681
"Mae4","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",3.142901377,31429.013775
"Mae4","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",4.854680414,48546.804136
"Mae4","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",5.003843197,50038.431971
"Mae4","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",5.590185469,55901.854692
"Mae4","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",7.503514864,75035.148647
"Mae4","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",6.461195692,64611.956924
"Mae4","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.665874001,6658.7400028
"Mae4","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",5.736548782,57365.48782
"Mae4","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",4.546364242,45463.642422
"Mae4","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",17.590657583,175906.5758319
"Mae4","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",20.53310339,205331.0338961
"Mae4","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",19.266479075,192664.790746
"Mae4","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",16.351531992,163515.319917
"Mae4","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",19.341782495,193417.8249554
"Mae4","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",22.265652809,222656.5280828
"Mae4","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",27.001824861,270018.248616
"Mae4","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",5.929426591,59294.265912
"Mae4","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",0.904000042,9040.000432
"Mae4","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",6.256797877,62567.978778
"Mae4","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",5.354414561,53544.14562
"Mae4","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",3.116006348,31160.063478
"Mae4","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",4.630699681,46306.996808
"Mae4","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",5.172628014,51726.280148
"Mae4","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",6.264827413,62648.27413
"Mae4","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",6.311524811,63115.24811
"Mae4","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",1.851922807,18519.228067
"Mae4","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",1.10619469,11061.9469
"Mae4","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0.847457627,8474.576271
"Mae4","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.680239824,6802.3982392
"Mae4","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",4.057279236,40572.79236
"Mae4","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",1.703334508,17033.34508
"Mae4","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0.880437588,8804.375876
"Mae4","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",1.32303577,13230.357705
"Mae4","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",6.944444445,69444.44445
"Mae4","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",6.41025641,64102.5641
"Mae4","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",6.451612904,64516.12904
"Mae4","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",12.306913142,123069.13142
"Mae4","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",5.681818181,56818.18181
"Mae4","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",10.07751938,100775.1938
"Mae4","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",2.307983119,23079.831185
"Mae4","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",11.666666667,116666.666673
"Mae4","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",4.938256033,49382.560329
"Mae4","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",3.784068288,37840.682876
"Mae4","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",3.753377502,37533.775023
"Mae4","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",3.232599257,32325.992568
"Mae4","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",3.776334186,37763.341853
"Mae4","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",3.385870139,33858.701397
"Mae4","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",3.311712041,33117.120411
"Mae4","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",1.66360716,16636.071596
"Mae5","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",8.105802047,81058.02047
"Mae5","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",5.917217256,59172.17256
"Mae5","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",9.936197206,99361.97206
"Mae5","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",5.893576905,58935.76905
"Mae5","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",12.27191875,122719.1875
"Mae5","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",6.762056173,67620.561734
"Mae5","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",4.517876771,45178.76771
"Mae5","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",3.126870147,31268.701465
"Mae5","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",1.031465629,10314.656297
"Mae5","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",1.38740049,13874.004899
"Mae5","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",2.500526931,25005.2693075
"Mae5","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",8.247877957,82478.77957
"Mae5","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0.786743745,7867.4374563
"Mae5","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",5.213443432,52134.43432
"Mae5","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",0.239532828,2395.328284
"Mae5","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",1.161451815,11614.51815
"Mae5","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",1.052929686,10529.29686
"Mae5","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0.957174684,9571.746844
"Mae5","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",1.122567477,11225.67477
"Mae5","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0.605099528,6050.995284
"Mae5","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",1.787485838,17874.85838
"Mae5","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",1.477009582,14770.095819
"Mae5","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",14.748139635,147481.3963523
"Mae5","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0.432926283,4329.262831
"Mae5","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0.741789162,7417.891614
"Mae5","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0.595927146,5959.271462
"Mae5","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0.336739433,3367.394333
"Mae5","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",1.057267438,10572.674376
"Mae5","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",0.835895465,8358.954651
"Mae5","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",1.270496698,12704.96698
"Mae5","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",2.181351503,21813.515027
"Mae5","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",4.84589677,48458.967698
"Mae5","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",22.835561309,228355.61309
"Mae5","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",5.6118412,56118.412
"Mae5","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",6.867911942,68679.11942
"Mae5","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",1.069438512,10694.3851218
"Mae5","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",1.585953726,15859.5372578
"Mae5","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",1.138904267,11389.0426727
"Mae5","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",1.046246371,10462.4637113
"Mae5","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",1.084447412,10844.47411768
"Mae5","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",1.299978756,12999.7875726
"Mae5","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",0.890730343,8907.3034322
"Mae5","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",1.461877756,14618.777564
"Mae5","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",4.520000216,45200.00216
"Mae5","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",1.165954961,11659.549612
"Mae5","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0.338320914,3383.209144
"Mae5","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.682508943,6825.089432
"Mae5","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",1.222395122,12223.9512207
"Mae5","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",0.957103142,9571.031419
"Mae5","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",0.455623812,4556.238119
"Mae5","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0.323667939,3236.67939
"Mae5","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0.185192281,1851.922807
"Mae5","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0.663716814,6637.168142
"Mae5","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",1.129943502,11299.435028
"Mae5","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",5.655755672,56557.5567236
"Mae5","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0.238663485,2386.6348453
"Mae5","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",1.460001007,14600.010069
"Mae5","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0.073369799,733.6979897
"Mae5","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0,0
"Mae5","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",1.388888889,13888.88889
"Mae5","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",3.846153846,38461.53846
"Mae5","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",0,0
"Mae5","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",2.05115219,20511.5219
"Mae5","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",5.681818181,56818.18181
"Mae5","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",1.550387597,15503.87597
"Mae5","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",7.58296454,75829.6454
"Mae5","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",0,0
"Mae5","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0.457245929,4572.45929
"Mae5","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0.350376693,3503.766933
"Mae5","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.13286292,1328.6292044
"Mae5","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0.192035599,1920.3559948
"Mae5","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0.207871607,2078.7160651
"Mae5","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0.16133788,1613.378805
"Mae5","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",7.948108898,79481.08898
"Mae5","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",5.228479643,52284.796432
"Mae6","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",0.085324232,853.2423208
"Mae6","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",0,0
"Mae6","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",0,0
"Mae6","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",0,0
"Mae6","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",0,0
"Mae6","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",0,0
"Mae6","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",0,0
"Mae6","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",0.558369669,5583.69669
"Mae6","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",0.229214584,2292.145844
"Mae6","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0.069370024,693.7002449
"Mae6","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",0.092612109,926.1210855
"Mae6","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",0.257746186,2577.461862
"Mae6","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0,0
"Mae6","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0.088363448,883.63448
"Mae6","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",0.359299242,3592.992426
"Mae6","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",0.580725908,5807.259073
"Mae6","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",0.315878906,3158.789058
"Mae6","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0,0
"Mae6","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",0.306154767,3061.547665
"Mae6","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0.432213949,4322.139489
"Mae6","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",0.851183732,8511.837324
"Mae6","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0.19693461,1969.3461092
"Mae6","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.203703586,2037.0358616
"Mae6","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0.577235044,5772.350442
"Mae6","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0.865420688,8654.206883
"Mae6","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",1.191854292,11918.542924
"Mae6","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",1.571450689,15714.50689
"Mae6","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",4.440523238,44405.232375
"Mae6","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",2.229054573,22290.54573
"Mae6","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",1.524596037,15245.960371
"Mae6","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",0,0
"Mae6","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",0.269216487,2692.164872
"Mae6","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.039169059,391.6905884
"Mae6","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",0.623537911,6235.379111
"Mae6","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",0.870580386,8705.803869
"Mae6","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",0.19548876,1954.8876028
"Mae6","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",0.287112313,2871.1231246
"Mae6","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",0.357562967,3575.6296762
"Mae6","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",0.219711738,2197.117379
"Mae6","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",0.325334224,3253.342235
"Mae6","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",0.369821543,3698.2154308
"Mae6","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",0.296910114,2969.1011432
"Mae6","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",0.27410208,2741.020794
"Mae6","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",0.282500013,2825.000135
"Mae6","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",0.061366051,613.6605061
"Mae6","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0.225547276,2255.472762
"Mae6","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.195002555,1950.025552
"Mae6","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0.20373252,2037.325203
"Mae6","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",0,0
"Mae6","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",0.227811906,2278.119059
"Mae6","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0.16183397,1618.339695
"Mae6","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0.370384561,3703.845613
"Mae6","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0,0
"Mae6","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0,0
"Mae6","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.16044697,1604.4696946
"Mae6","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0,0
"Mae6","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",0,0
"Mae6","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0.073369799,733.6979897
"Mae6","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0.190129025,1901.290255
"Mae6","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",0,0
"Mae6","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",0,0
"Mae6","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",6.451612903,64516.12903
"Mae6","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",2.051152191,20511.521908
"Mae6","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",0,0
"Mae6","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",0,0
"Mae6","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0.296209552,2962.095523
"Mae6","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",0.833333333,8333.333333
"Mae6","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",1.005941044,10059.4104369
"Mae6","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0.630678048,6306.7804796
"Mae6","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.465020221,4650.2022153
"Mae6","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0.416077131,4160.7713216
"Mae6","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0.450388481,4503.884808
"Mae6","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0.806689402,8066.894023
"Mae6","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",0,0
"Mae6","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",0.475316331,4753.163312
"Mae8","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",6.825938567,68259.38567
"Mae8","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",1.972405752,19724.05752
"Mae8","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",2.685458705,26854.587046
"Mae8","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",1.145973287,11459.73287
"Mae8","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",1.039993115,10399.93115
"Mae8","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",1.075781664,10757.816641
"Mae8","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",3.262911002,32629.11002
"Mae8","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",2.568500478,25685.004776
"Mae8","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",1.146072922,11460.72922
"Mae8","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",1.803620636,18036.206365
"Mae8","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",1.852242171,18522.421714
"Mae8","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",5.670416096,56704.16096
"Mae8","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",2.272815265,22728.152652
"Mae8","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",1.855632408,18556.32408
"Mae8","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",1.556963384,15569.633844
"Mae8","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",1.306633291,13066.332916
"Mae8","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",1.895273435,18952.734353
"Mae8","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0.358940507,3589.405066
"Mae8","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",0.918464299,9184.642996
"Mae8","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0.605099528,6050.995284
"Mae8","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",1.532130718,15321.30718
"Mae8","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0.393869222,3938.692218
"Mae8","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",5.011108219,50111.082187
"Mae8","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0.721543805,7215.438052
"Mae8","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0.989052215,9890.522152
"Mae8","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0.397284764,3972.847641
"Mae8","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0.112246478,1122.464778
"Mae8","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",4.440523238,44405.232376
"Mae8","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",7.801691006,78016.910064
"Mae8","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",5.84428481,58442.848096
"Mae8","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",3.15084106,31508.4106
"Mae8","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",3.36520609,33652.0609
"Mae8","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",2.937679413,29376.79413
"Mae8","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",3.36710472,33671.0472
