"seqnames","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","contrast","lake","Date","Year","Month","Day","Clade","sample_date","Year_lake","sig_label","strain_clade"
"T1-4",-0.0912366758784658,0.676099264574117,-0.263892343612642,0.792867961582814,1,-6.02326066358005,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae2","06/28","2018 Lake Erie","No change","T1-4 (Mfl_ae2)"
"Mv_BB_P_19951000_S69",-0.039880251340794,0.1576481250027,-0.236695280135951,0.813789325903564,1,-6.02981332436097,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mvi","06/28","2018 Lake Erie","No change","Mv_BB_P_19951000_S69 (Mvi)"
"Mv_BB_P_19951000_S69D",0.00746919563647928,0.013868195965796,0.212046390240473,0.832869664450997,1,-6.03513825364656,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mvi","06/28","2018 Lake Erie","No change","Mv_BB_P_19951000_S69D (Mvi)"
"LE19-13",0.0289912613797649,0.0801902782450253,0.211896325359746,0.832986150507453,1,-6.03516888410174,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","LE19-13 (Mfl_ae1)"
"LE19-10",0.0147868450627751,0.035897013020471,0.188864865508798,0.850907191557918,1,-6.03961328991639,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae3_3","06/28","2018 Lake Erie","No change","LE19-10 (Mae3_3)"
"Mp_MB_F_20051200_S9",0.00746919563647928,0.0129444695602966,0.186843273356669,0.852484147093479,1,-6.03997904725963,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mpa","06/28","2018 Lake Erie","No change","Mp_MB_F_20051200_S9 (Mpa)"
"G13-09",0.00375393260485428,0.0147038367069868,0.181931421040918,0.856318182136361,1,-6.04085134794554,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","G13-09 (Mae2_(HL/LG))"
"W13-13",0.00375393260485428,0.00963758644345188,0.181001223988727,0.857044659959279,1,-6.04101392898673,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","W13-13 (Mae2_(HL/LG))"
"PCC_9807",0.0215179360211908,0.0953927111816176,0.173578787618481,0.86284594357801,1,-6.04228141222301,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae4","06/28","2018 Lake Erie","No change","PCC_9807 (Mae4)"
"NIES-2521",0.0351814154780983,0.28888964313418,0.172431756282902,0.863743136062058,1,-6.04247255546205,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae4","06/28","2018 Lake Erie","No change","NIES-2521 (Mfl_ae4)"
"Mf_WU_F_19750830_S460",0.00746919563647928,0.0199662542891306,0.153524272121913,0.878557480735833,1,-6.04544090396333,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae3","06/28","2018 Lake Erie","No change","Mf_WU_F_19750830_S460 (Mfl_ae3)"
"Mw_QC_S_20081001_S30D",0.0111465783515624,0.0393285602473755,0.152782717989349,0.879139429236294,1,-6.04555031193687,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mwe","06/28","2018 Lake Erie","No change","Mw_QC_S_20081001_S30D (Mwe)"
"Ma_QC_C_20070823_S18D",0.00375393260485428,0.00470352069963393,0.131725891529922,0.895690970619867,1,-6.04843609640643,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","Ma_QC_C_20070823_S18D (Mfl_ae1)"
"LL13-06",0.00375393260485428,0.0165886045674064,0.123237677424137,0.902376711482507,1,-6.04947866486366,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(LL/LG)","06/28","2018 Lake Erie","No change","LL13-06 (Mae2_(LL/LG))"
"NIES-2549",0.0219589751069286,0.0785609694088359,0.122381488274424,0.903051492396039,1,-6.04957997482797,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae4","06/28","2018 Lake Erie","No change","NIES-2549 (Mfl_ae4)"
"PCC_7941",0.0111465783515624,0.047432122570435,0.107845553400607,0.914518156379916,1,-6.05119223293496,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","PCC_7941 (Mae1)"
"LE19-195",0.0542904816644916,1.59120313463519,0.0998746417795417,0.92081393837988,1,-6.05198993954058,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae3_1","06/28","2018 Lake Erie","No change","LE19-195 (Mae3_1)"
"LE19-196",0.00375393260485428,0.0169609752758347,0.0931460824594435,0.926132445631376,1,-6.05261568113347,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae5","06/28","2018 Lake Erie","No change","LE19-196 (Mae5)"
"W13-11",0.00375393260485428,0.0159541083323116,0.0901061502388765,0.928536450980114,1,-6.05288408578592,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","W13-11 (Mae1)"
"Mp_MB_F_20080800_S26",0.00375393260485428,0.0214366700714064,0.0767141252313573,0.939134665063256,1,-6.05396051080293,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mpa","06/28","2018 Lake Erie","No change","Mp_MB_F_20080800_S26 (Mpa)"
"PCC_7005",0.00375393260485428,0.105333022534326,0.0205317848104077,0.983694880517733,1,-6.05659315703167,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","PCC_7005 (Mae1)"
"Mv_BB_P_19951000_S68D",0.00375393260485428,0.058572760991269,0.0188155424144729,0.985057646633275,1,-6.05662569861233,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mvi","06/28","2018 Lake Erie","No change","Mv_BB_P_19951000_S68D (Mvi)"
"K13-05",-8.6265553345885e-05,0.0483281679742078,-0.000710913522444794,0.99943539450945,1,-6.05679605546952,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae3_3","06/28","2018 Lake Erie","No change","K13-05 (Mae3_3)"
"0824",0,0.0337903604092532,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae5","06/28","2018 Lake Erie","No change","0824 (Mfl_ae5)"
"MC19",0,0.000214372615189159,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae2","06/28","2018 Lake Erie","No change","MC19 (Mfl_ae2)"
"M_OC_Ca_00000000_S217Cul",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae4","06/28","2018 Lake Erie","No change","M_OC_Ca_00000000_S217Cul (Mae4)"
"CACIAM_03",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","CACIAM_03 (Mae1)"
"DA14",0,0.00571196148917547,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","DA14 (Mae1)"
"DIANCHI905",0,0.0136551134488945,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","DIANCHI905 (Mae1)"
"FACHB-524",0,0.0547789840713263,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","FACHB-524 (Mae1)"
"FCY-27",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Unclassified","06/28","2018 Lake Erie","No change","FCY-27 (Unclassified)"
"FCY-27",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Unclassified","06/28","2018 Lake Erie","No change","FCY-27 (Unclassified)"
"G11-01",0,0.000188710934714087,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","G11-01 (Mae2_(HL/LG))"
"G11-04",0,0.0104425127262745,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","G11-04 (Mae2_(HL/LG))"
"G13-01",0,0.00494134073905403,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","G13-01 (Mae2_(HL/LG))"
"G13-03",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","G13-03 (Mae2_(HL/LG))"
"L111-01",0,0.00187237805834669,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","L111-01 (Mae2_(HL/LG))"
"L311-01",0,0.0187007574921333,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","L311-01 (Mae1)"
"LG13-03",0,0.0252745359021614,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae10","06/28","2018 Lake Erie","No change","LG13-03 (Mae10)"
"LL11-07",0,0.0120445568874154,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","LL11-07 (Mae2_(HL/LG))"
"LL13-03",0,0.0038955905749627,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","LL13-03 (Mae2_(HL/LG))"
"Ma_MB_F_20061100_S19",0,0.00150678531318592,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","Ma_MB_F_20061100_S19 (Mae1)"
"Ma_MB_F_20061100_S19D",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","Ma_MB_F_20061100_S19D (Mae1)"
"Ma_MB_F_20061100_S20",0,0.0146020964372637,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae5","06/28","2018 Lake Erie","No change","Ma_MB_F_20061100_S20 (Mae5)"
"Ma_OC_H_19870700_S124",0,0.000626101344307828,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae8","06/28","2018 Lake Erie","No change","Ma_OC_H_19870700_S124 (Mae8)"
"Ma_OC_LR_19540900_S633",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","Ma_OC_LR_19540900_S633 (Mae1)"
"Ma_QC_C_20070823_S13",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","Ma_QC_C_20070823_S13 (Mae2_(HL/LG))"
"Ma_QC_C_20070823_S13D",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","Ma_QC_C_20070823_S13D (Mae2_(HL/LG))"
"Ma_QC_Ch_20071001_M135",0,0.00567770030287288,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(LL/LG)","06/28","2018 Lake Erie","No change","Ma_QC_Ch_20071001_M135 (Mae2_(LL/LG))"
"NIES-1211",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae2","06/28","2018 Lake Erie","No change","NIES-1211 (Mfl_ae2)"
"NIES-2519",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae2","06/28","2018 Lake Erie","No change","NIES-2519 (Mfl_ae2)"
"NIES-2522",0,0.00907699685756601,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae2","06/28","2018 Lake Erie","No change","NIES-2522 (Mfl_ae2)"
"NIES-298",0,0.00396058292170508,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","NIES-298 (Mae1)"
"NIES-3787",0,0.00428337259915598,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae4","06/28","2018 Lake Erie","No change","NIES-3787 (Mfl_ae4)"
"NIES-3806",0,0.00256348426910084,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae4","06/28","2018 Lake Erie","No change","NIES-3806 (Mfl_ae4)"
"NIES-3807",0,0.00304191839117172,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae4","06/28","2018 Lake Erie","No change","NIES-3807 (Mfl_ae4)"
"NIES-4264",0,0.00159482942609291,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae2","06/28","2018 Lake Erie","No change","NIES-4264 (Mfl_ae2)"
"NaRes975",0,0.000426382505789865,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","NaRes975 (Mae1)"
"PCC_7806SL",0,0.000426382505789865,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","PCC_7806SL (Mae1)"
"PCC_9432",0,0.0246211750270618,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","PCC_9432 (Mae1)"
"PCC_9701",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","PCC_9701 (Mfl_ae1)"
"PCC_9717",0,0.000188710934714087,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae3_3","06/28","2018 Lake Erie","No change","PCC_9717 (Mae3_3)"
"PCC_9806",0,0.000253070833139477,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae3","06/28","2018 Lake Erie","No change","PCC_9806 (Mfl_ae3)"
"PCC_9808",0,0.00937374958881915,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","PCC_9808 (Mae1)"
"S11-05",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(LL/LG)","06/28","2018 Lake Erie","No change","S11-05 (Mae2_(LL/LG))"
"SX13-11",0,0.017622386286122,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","SX13-11 (Mae2_(HL/LG))"
"TAIHU98",0,0.00144659403385004,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae1","06/28","2018 Lake Erie","No change","TAIHU98 (Mae1)"
"W11-06",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mwe","06/28","2018 Lake Erie","No change","W11-06 (Mwe)"
"W13-16",0,0.0277228925437981,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(HL/LG)","06/28","2018 Lake Erie","No change","W13-16 (Mae2_(HL/LG))"
"W13-18",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae2_(LL/LG)","06/28","2018 Lake Erie","No change","W13-18 (Mae2_(LL/LG))"
"Mf_QC_C_20070823_S20",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","Mf_QC_C_20070823_S20 (Mfl_ae1)"
"Mf_QC_C_20070823_S20D",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","Mf_QC_C_20070823_S20D (Mfl_ae1)"
"Mf_QC_C_20070823_S20T",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","Mf_QC_C_20070823_S20T (Mfl_ae1)"
"FACHB-1757",0,0.0146020964372637,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae4","06/28","2018 Lake Erie","No change","FACHB-1757 (Mae4)"
"Mp_GB_SS_20050300_S99",0,0.011287167771039,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mpa","06/28","2018 Lake Erie","No change","Mp_GB_SS_20050300_S99 (Mpa)"
"Mp_MB_F_20051200_S9D",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mpa","06/28","2018 Lake Erie","No change","Mp_MB_F_20051200_S9D (Mpa)"
"LE013-01",0,0.00867546477728927,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae8","06/28","2018 Lake Erie","No change","LE013-01 (Mae8)"
"Mw_MB_S_20031200_S109D",0,0.0326903523882331,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mwe","06/28","2018 Lake Erie","No change","Mw_MB_S_20031200_S109D (Mwe)"
"Mw_QC_B_20070930_S4",0,0,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mwe","06/28","2018 Lake Erie","No change","Mw_QC_B_20070930_S4 (Mwe)"
"Mw_QC_B_20070930_S4D",0,0.0115942067576874,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mwe","06/28","2018 Lake Erie","No change","Mw_QC_B_20070930_S4D (Mwe)"
"LE19-12",0,0.00848597483020087,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","LE19-12 (Mfl_ae1)"
"LE19-388",0,0.00205546863257623,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae3","06/28","2018 Lake Erie","No change","LE19-388 (Mfl_ae3)"
"LE19-4",0,0.00652576662414928,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mae5","06/28","2018 Lake Erie","No change","LE19-4 (Mae5)"
"LE19-98",0,0.000253070833139477,0,1,1,-6.05679629901586,"Not Significant","logqc_LE_18_06_28","Lake Erie","18_06_28","2018","06","28","Mfl_ae1","06/28","2018 Lake Erie","No change","LE19-98 (Mfl_ae1)"
"NIES-87",1.2828015835968,0.746447175377667,4.76274137225425,1.47714705788409e-05,0.00268840764534904,2.97223993941985,"Increased","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae6","07/10","2018 Lake Erie","2018 Lake Erie","NIES-87 (Mfl_ae6)"
"NIES-2520",1.98754120264715,2.11390555809893,3.68420473022969,0.00053254608782943,0.0470152226684932,-0.259235332607083,"Increased","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_2","07/10","2018 Lake Erie","2018 Lake Erie","NIES-2520 (Mae3_2)"
"LE18-22",2.18150929025005,2.37538675014286,3.56340502329265,0.000774976197832305,0.0470152226684932,-0.594058804885883,"Increased","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_1","07/10","2018 Lake Erie","2018 Lake Erie","LE18-22 (Mae3_1)"
